KLEE: WARNING ONCE: function "Wait_for_input" has inline asm
KLEE: WARNING: undefined reference to function: BZ2_bzCompress
KLEE: WARNING: undefined reference to function: BZ2_bzCompressEnd
KLEE: WARNING: undefined reference to function: BZ2_bzCompressInit
KLEE: WARNING: undefined reference to function: __isoc99_sscanf
KLEE: WARNING: undefined reference to function: alarm
KLEE: WARNING: undefined reference to function: compress2
KLEE: WARNING: undefined reference to function: compressBound
KLEE: WARNING: undefined reference to function: deflate
KLEE: WARNING: undefined reference to function: deflateEnd
KLEE: WARNING: undefined reference to function: deflateInit2_
KLEE: WARNING: undefined reference to function: deflateInit_
KLEE: WARNING: undefined reference to function: getxattr
KLEE: WARNING: undefined reference to function: inflate
KLEE: WARNING: undefined reference to function: inflateEnd
KLEE: WARNING: undefined reference to function: inflateInit2_
KLEE: WARNING: undefined reference to function: lgetxattr
KLEE: WARNING: undefined reference to function: listxattr
KLEE: WARNING: undefined reference to function: llistxattr
KLEE: WARNING: undefined reference to function: lremovexattr
KLEE: WARNING: undefined reference to function: lsetxattr
KLEE: WARNING: undefined reference to function: pthread_attr_init
KLEE: WARNING: undefined reference to function: pthread_attr_setdetachstate
KLEE: WARNING: undefined reference to function: pthread_cancel
KLEE: WARNING: undefined reference to function: pthread_cond_destroy
KLEE: WARNING: undefined reference to function: pthread_cond_init
KLEE: WARNING: undefined reference to function: pthread_cond_signal
KLEE: WARNING: undefined reference to function: pthread_cond_wait
KLEE: WARNING: undefined reference to function: pthread_create
KLEE: WARNING: undefined reference to function: pthread_equal
KLEE: WARNING: undefined reference to function: pthread_exit
KLEE: WARNING: undefined reference to function: pthread_join
KLEE: WARNING: undefined reference to function: pthread_mutex_destroy
KLEE: WARNING: undefined reference to function: pthread_mutex_init
KLEE: WARNING: undefined reference to function: pthread_mutex_lock
KLEE: WARNING: undefined reference to function: pthread_mutex_unlock
KLEE: WARNING: undefined reference to function: pthread_self
KLEE: WARNING: undefined reference to function: pthread_sigmask
KLEE: WARNING: undefined reference to function: removexattr
KLEE: WARNING: undefined reference to function: setxattr
KLEE: WARNING: undefined reference to function: truncate
KLEE: WARNING: undefined reference to function: uncompress
KLEE: WARNING ONCE: calling external: syscall(16, 0, 21505, 94422927772672) at /home/minjong/learch/klee/runtime/POSIX/fd.c:991 10
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING ONCE: Alignment of memory from call "malloc" is not modelled. Using alignment of 8.
KLEE: WARNING ONCE: Alignment of memory from call "calloc" is not modelled. Using alignment of 8.
KLEE: WARNING ONCE: calling external: gettimeofday(94422933213664, 0) at /home/minjong/learch/klee/build/runtime/POSIX/home/minjong/learch/klee/runtime/POSIX/stubs.c:171 0
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING ONCE: calling external: pthread_mutex_init(94422893866864, 0) at ../xorriso/base_obj.c:102 9
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING ONCE: calling external: vprintf(94422680665008, 94422969027136) at libc/stdio/fprintf.c:35 14
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING ONCE: calling external: pthread_mutex_lock(94422683945720) at ../libisofs/libiso_msgs.c:169 6
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING ONCE: calling external: pthread_mutex_unlock(94422687333336) at ../libburn/libdax_msgs.c:180 6
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING ONCE: calling external: getpid() at ../libburn/init.c:542 20
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING ONCE: calling external: pthread_self() at ../libburn/init.c:543 23
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING ONCE: sigaction: silently ignoring
KLEE: WARNING ONCE: calling external: pthread_mutex_destroy(94422687333336) at ../libburn/libdax_msgs.c:209 44
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING ONCE: calling external: uname(94424948327232) at ../libburn/sg-linux.c:299 18
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING ONCE: calling external: geteuid() at ../libisoburn/isoburn.c:865 5
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING ONCE: calling external: getegid() at ../libisoburn/isoburn.c:866 5
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING: killing 358 states out of 13419 (over memory cap)
KLEE: WARNING: killing 320 states out of 13275 (over memory cap)
KLEE: WARNING: killing 324 states out of 13197 (over memory cap)
KLEE: WARNING: killing 360 states out of 13162 (over memory cap)
KLEE: WARNING: killing 332 states out of 13030 (over memory cap)
KLEE: WARNING: killing 312 states out of 12937 (over memory cap)
KLEE: WARNING: killing 326 states out of 12897 (over memory cap)
KLEE: WARNING: killing 309 states out of 12799 (over memory cap)
KLEE: WARNING: killing 306 states out of 12705 (over memory cap)
KLEE: WARNING: killing 316 states out of 12628 (over memory cap)
KLEE: WARNING: killing 305 states out of 12515 (over memory cap)
KLEE: WARNING: killing 323 states out of 12440 (over memory cap)
KLEE: WARNING: killing 299 states out of 12298 (over memory cap)
KLEE: WARNING: killing 308 states out of 12176 (over memory cap)
KLEE: WARNING: killing 291 states out of 12067 (over memory cap)
KLEE: WARNING: killing 300 states out of 11980 (over memory cap)
KLEE: WARNING: killing 288 states out of 11842 (over memory cap)
KLEE: WARNING: killing 283 states out of 11732 (over memory cap)
KLEE: WARNING: killing 281 states out of 11638 (over memory cap)
KLEE: WARNING: killing 290 states out of 11576 (over memory cap)
KLEE: WARNING: killing 277 states out of 11500 (over memory cap)
KLEE: WARNING: killing 276 states out of 11439 (over memory cap)
KLEE: WARNING: killing 278 states out of 11412 (over memory cap)
KLEE: WARNING: killing 280 states out of 11400 (over memory cap)
KLEE: WARNING: killing 277 states out of 11381 (over memory cap)
KLEE: WARNING: killing 274 states out of 11347 (over memory cap)
KLEE: WARNING: killing 297 states out of 11338 (over memory cap)
KLEE: WARNING: killing 279 states out of 11263 (over memory cap)
KLEE: WARNING: killing 273 states out of 11211 (over memory cap)
KLEE: WARNING: killing 288 states out of 11194 (over memory cap)
KLEE: WARNING: killing 269 states out of 11138 (over memory cap)
KLEE: WARNING: killing 278 states out of 11114 (over memory cap)
KLEE: WARNING: killing 267 states out of 11061 (over memory cap)
KLEE: WARNING: killing 265 states out of 11001 (over memory cap)
KLEE: WARNING: killing 265 states out of 11000 (over memory cap)
KLEE: WARNING: killing 278 states out of 10987 (over memory cap)
KLEE: WARNING: killing 264 states out of 10959 (over memory cap)
KLEE: WARNING: killing 264 states out of 10958 (over memory cap)
KLEE: WARNING: killing 264 states out of 10936 (over memory cap)
KLEE: WARNING: killing 266 states out of 10922 (over memory cap)
KLEE: WARNING: killing 265 states out of 10890 (over memory cap)
KLEE: WARNING: killing 262 states out of 10851 (over memory cap)
KLEE: WARNING: killing 269 states out of 10838 (over memory cap)
KLEE: WARNING: killing 270 states out of 10780 (over memory cap)
KLEE: WARNING: killing 266 states out of 10721 (over memory cap)
KLEE: WARNING: killing 268 states out of 10687 (over memory cap)
KLEE: WARNING: killing 265 states out of 10681 (over memory cap)
KLEE: WARNING: killing 260 states out of 10676 (over memory cap)
KLEE: WARNING: killing 261 states out of 10726 (over memory cap)
KLEE: WARNING: killing 259 states out of 10732 (over memory cap)
KLEE: WARNING: killing 258 states out of 10695 (over memory cap)
KLEE: WARNING: killing 258 states out of 10702 (over memory cap)
KLEE: WARNING: killing 258 states out of 10683 (over memory cap)
KLEE: WARNING: killing 260 states out of 10670 (over memory cap)
KLEE: WARNING: killing 259 states out of 10643 (over memory cap)
KLEE: WARNING: killing 261 states out of 10609 (over memory cap)
KLEE: WARNING: killing 255 states out of 10587 (over memory cap)
KLEE: WARNING: killing 257 states out of 10558 (over memory cap)
KLEE: WARNING: killing 262 states out of 10571 (over memory cap)
KLEE: WARNING: killing 275 states out of 10590 (over memory cap)
KLEE: WARNING: killing 255 states out of 10555 (over memory cap)
KLEE: WARNING: killing 254 states out of 10554 (over memory cap)
KLEE: WARNING: killing 255 states out of 10556 (over memory cap)
KLEE: WARNING: killing 255 states out of 10582 (over memory cap)
KLEE: WARNING: killing 255 states out of 10583 (over memory cap)
KLEE: WARNING: killing 254 states out of 10538 (over memory cap)
KLEE: WARNING: killing 257 states out of 10545 (over memory cap)
KLEE: WARNING: killing 255 states out of 10494 (over memory cap)
KLEE: WARNING: killing 254 states out of 10440 (over memory cap)
KLEE: WARNING: killing 256 states out of 10418 (over memory cap)
KLEE: WARNING: killing 251 states out of 10420 (over memory cap)
KLEE: WARNING: killing 262 states out of 10458 (over memory cap)
KLEE: WARNING: killing 254 states out of 10446 (over memory cap)
