KLEE: WARNING ONCE: function "Wait_for_input" has inline asm
KLEE: WARNING: undefined reference to function: BZ2_bzCompress
KLEE: WARNING: undefined reference to function: BZ2_bzCompressEnd
KLEE: WARNING: undefined reference to function: BZ2_bzCompressInit
KLEE: WARNING: undefined reference to function: __isoc99_sscanf
KLEE: WARNING: undefined reference to function: alarm
KLEE: WARNING: undefined reference to function: compress2
KLEE: WARNING: undefined reference to function: compressBound
KLEE: WARNING: undefined reference to function: deflate
KLEE: WARNING: undefined reference to function: deflateEnd
KLEE: WARNING: undefined reference to function: deflateInit2_
KLEE: WARNING: undefined reference to function: deflateInit_
KLEE: WARNING: undefined reference to function: getxattr
KLEE: WARNING: undefined reference to function: inflate
KLEE: WARNING: undefined reference to function: inflateEnd
KLEE: WARNING: undefined reference to function: inflateInit2_
KLEE: WARNING: undefined reference to function: lgetxattr
KLEE: WARNING: undefined reference to function: listxattr
KLEE: WARNING: undefined reference to function: llistxattr
KLEE: WARNING: undefined reference to function: lremovexattr
KLEE: WARNING: undefined reference to function: lsetxattr
KLEE: WARNING: undefined reference to function: pthread_attr_init
KLEE: WARNING: undefined reference to function: pthread_attr_setdetachstate
KLEE: WARNING: undefined reference to function: pthread_cancel
KLEE: WARNING: undefined reference to function: pthread_cond_destroy
KLEE: WARNING: undefined reference to function: pthread_cond_init
KLEE: WARNING: undefined reference to function: pthread_cond_signal
KLEE: WARNING: undefined reference to function: pthread_cond_wait
KLEE: WARNING: undefined reference to function: pthread_create
KLEE: WARNING: undefined reference to function: pthread_equal
KLEE: WARNING: undefined reference to function: pthread_exit
KLEE: WARNING: undefined reference to function: pthread_join
KLEE: WARNING: undefined reference to function: pthread_mutex_destroy
KLEE: WARNING: undefined reference to function: pthread_mutex_init
KLEE: WARNING: undefined reference to function: pthread_mutex_lock
KLEE: WARNING: undefined reference to function: pthread_mutex_unlock
KLEE: WARNING: undefined reference to function: pthread_self
KLEE: WARNING: undefined reference to function: pthread_sigmask
KLEE: WARNING: undefined reference to function: removexattr
KLEE: WARNING: undefined reference to function: setxattr
KLEE: WARNING: undefined reference to function: truncate
KLEE: WARNING: undefined reference to function: uncompress
KLEE: WARNING ONCE: calling external: syscall(16, 0, 21505, 94333560145168) at /home/minjong/learch/klee/runtime/POSIX/fd.c:991 10
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING ONCE: Alignment of memory from call "malloc" is not modelled. Using alignment of 8.
KLEE: WARNING ONCE: Alignment of memory from call "calloc" is not modelled. Using alignment of 8.
KLEE: WARNING ONCE: calling external: gettimeofday(94333565587936, 0) at /home/minjong/learch/klee/build/runtime/POSIX/home/minjong/learch/klee/runtime/POSIX/stubs.c:171 0
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING ONCE: calling external: pthread_mutex_init(94333527199600, 0) at ../xorriso/base_obj.c:102 9
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING ONCE: calling external: vprintf(94333313039280, 94333601409600) at libc/stdio/fprintf.c:35 14
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING ONCE: calling external: pthread_mutex_lock(94333309835288) at ../libisofs/libiso_msgs.c:169 6
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING ONCE: calling external: pthread_mutex_unlock(94333383417304) at ../libburn/libdax_msgs.c:180 6
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING ONCE: calling external: getpid() at ../libburn/init.c:542 20
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING ONCE: calling external: pthread_self() at ../libburn/init.c:543 23
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING ONCE: sigaction: silently ignoring
KLEE: WARNING ONCE: calling external: pthread_mutex_destroy(94333383417304) at ../libburn/libdax_msgs.c:209 44
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING ONCE: calling external: uname(94335583216448) at ../libburn/sg-linux.c:299 18
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING ONCE: calling external: geteuid() at ../libisoburn/isoburn.c:865 5
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING ONCE: calling external: getegid() at ../libisoburn/isoburn.c:866 5
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING: killing 361 states out of 13419 (over memory cap)
KLEE: WARNING: killing 320 states out of 13279 (over memory cap)
KLEE: WARNING: killing 318 states out of 13189 (over memory cap)
KLEE: WARNING: killing 316 states out of 13123 (over memory cap)
KLEE: WARNING: killing 317 states out of 13035 (over memory cap)
KLEE: WARNING: killing 315 states out of 12949 (over memory cap)
KLEE: WARNING: killing 314 states out of 12891 (over memory cap)
KLEE: WARNING: killing 309 states out of 12801 (over memory cap)
KLEE: WARNING: killing 322 states out of 12735 (over memory cap)
KLEE: WARNING: killing 307 states out of 12634 (over memory cap)
KLEE: WARNING: killing 302 states out of 12546 (over memory cap)
KLEE: WARNING: killing 300 states out of 12445 (over memory cap)
KLEE: WARNING: killing 297 states out of 12340 (over memory cap)
KLEE: WARNING: killing 295 states out of 12218 (over memory cap)
KLEE: WARNING: killing 304 states out of 12134 (over memory cap)
KLEE: WARNING: killing 298 states out of 12000 (over memory cap)
KLEE: WARNING: killing 286 states out of 11881 (over memory cap)
KLEE: WARNING: killing 284 states out of 11769 (over memory cap)
KLEE: WARNING: killing 281 states out of 11662 (over memory cap)
KLEE: WARNING: killing 279 states out of 11586 (over memory cap)
KLEE: WARNING: killing 294 states out of 11530 (over memory cap)
KLEE: WARNING: killing 284 states out of 11435 (over memory cap)
KLEE: WARNING: killing 285 states out of 11386 (over memory cap)
KLEE: WARNING: killing 279 states out of 11346 (over memory cap)
KLEE: WARNING: killing 294 states out of 11340 (over memory cap)
KLEE: WARNING: killing 283 states out of 11298 (over memory cap)
KLEE: WARNING: killing 282 states out of 11262 (over memory cap)
KLEE: WARNING: killing 284 states out of 11233 (over memory cap)
KLEE: WARNING: killing 280 states out of 11192 (over memory cap)
KLEE: WARNING: killing 268 states out of 11121 (over memory cap)
KLEE: WARNING: killing 267 states out of 11069 (over memory cap)
KLEE: WARNING: killing 266 states out of 11040 (over memory cap)
KLEE: WARNING: killing 265 states out of 10997 (over memory cap)
KLEE: WARNING: killing 275 states out of 10971 (over memory cap)
KLEE: WARNING: killing 285 states out of 10965 (over memory cap)
KLEE: WARNING: killing 266 states out of 10923 (over memory cap)
KLEE: WARNING: killing 266 states out of 10908 (over memory cap)
KLEE: WARNING: killing 270 states out of 10897 (over memory cap)
KLEE: WARNING: killing 263 states out of 10888 (over memory cap)
KLEE: WARNING: killing 272 states out of 10867 (over memory cap)
KLEE: WARNING: killing 264 states out of 10832 (over memory cap)
KLEE: WARNING: killing 266 states out of 10834 (over memory cap)
KLEE: WARNING: killing 268 states out of 10794 (over memory cap)
KLEE: WARNING: killing 264 states out of 10758 (over memory cap)
KLEE: WARNING: killing 261 states out of 10721 (over memory cap)
KLEE: WARNING: killing 275 states out of 10697 (over memory cap)
KLEE: WARNING: killing 256 states out of 10629 (over memory cap)
KLEE: WARNING: killing 256 states out of 10604 (over memory cap)
KLEE: WARNING: killing 255 states out of 10591 (over memory cap)
KLEE: WARNING: killing 259 states out of 10643 (over memory cap)
KLEE: WARNING: killing 272 states out of 10661 (over memory cap)
KLEE: WARNING: killing 256 states out of 10623 (over memory cap)
KLEE: WARNING: killing 255 states out of 10596 (over memory cap)
KLEE: WARNING: killing 258 states out of 10610 (over memory cap)
KLEE: WARNING: killing 255 states out of 10589 (over memory cap)
KLEE: WARNING: killing 267 states out of 10582 (over memory cap)
KLEE: WARNING: killing 264 states out of 10562 (over memory cap)
KLEE: WARNING: killing 262 states out of 10544 (over memory cap)
KLEE: WARNING: killing 269 states out of 10535 (over memory cap)
KLEE: WARNING: killing 261 states out of 10516 (over memory cap)
KLEE: WARNING: killing 254 states out of 10518 (over memory cap)
KLEE: WARNING: killing 264 states out of 10528 (over memory cap)
KLEE: WARNING: killing 253 states out of 10511 (over memory cap)
KLEE: WARNING: killing 261 states out of 10528 (over memory cap)
KLEE: WARNING: killing 269 states out of 10539 (over memory cap)
KLEE: WARNING: killing 263 states out of 10510 (over memory cap)
KLEE: WARNING: killing 253 states out of 10473 (over memory cap)
KLEE: WARNING: killing 251 states out of 10423 (over memory cap)
KLEE: WARNING: killing 254 states out of 10423 (over memory cap)
KLEE: WARNING: killing 251 states out of 10398 (over memory cap)
KLEE: WARNING: killing 253 states out of 10385 (over memory cap)
KLEE: WARNING: killing 254 states out of 10429 (over memory cap)
KLEE: WARNING: killing 258 states out of 10418 (over memory cap)
KLEE: WARNING: killing 253 states out of 10397 (over memory cap)
KLEE: WARNING: killing 253 states out of 10382 (over memory cap)
KLEE: WARNING: killing 252 states out of 10357 (over memory cap)
KLEE: WARNING: killing 248 states out of 10298 (over memory cap)
KLEE: WARNING: killing 248 states out of 10280 (over memory cap)
KLEE: WARNING: killing 247 states out of 10250 (over memory cap)
KLEE: WARNING: killing 250 states out of 10250 (over memory cap)
KLEE: WARNING: killing 247 states out of 10228 (over memory cap)
KLEE: WARNING: killing 247 states out of 10243 (over memory cap)
KLEE: WARNING: killing 255 states out of 10281 (over memory cap)
KLEE: WARNING: killing 247 states out of 10251 (over memory cap)
